Gene symbol	Description	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	cell-cell adhesion	cell surface	opc_fold_change	endothelial_fold_change
Rab12	RAB12, member RAS oncogene family	20.308	30.2	31.124	14.807	6.0339	15.243	83.683	0	0	2.3669	2.0927
Rab13	RAB13, member RAS oncogene family	7.5872	2.3582	3.9393	1.7417	2.655	0.67734	16.551	0	0	0.56919	2.389
Rab14	RAB14, member RAS oncogene family	42.956	63.313	80.299	72.143	37.107	35.799	43.601	0	0	1.1137	-0.34213
Rab15	RAB15, member RAS onocogene family	0.46635	11.209	12.694	3.8368	7.1257	7.4511	1.5891	0	0	0.83305	-2.1658
Rab17	RAB17, member RAS oncogene family	0.1	0.10739	0.1	0.1	0.1	0.53622	0.1	0	0	0	-0.79855
Rab18	RAB18, member RAS oncogene family	35.602	49.225	51.104	64.568	40.34	11.879	78.402	0	0	0.34122	0.89639
Rab19	RAB19, member RAS oncogene family	0.1	0.1	0.10523	0.1	0.1	0.16573	0.299	0	0	0.073594	1.4188
Rab1b	RAB1B, member RAS oncogene family	35.148	56.289	74.776	87.303	91.949	105.21	94.553	0	0	-0.29826	0.33207
Rab20	RAB20, member RAS oncogene family	0.61417	0.14031	5.0514	1.4822	0.10951	85.273	0.86166	0	0	5.5276	-4.1639
Rab21	RAB21, member RAS oncogene family	18.751	24.325	23.628	29.676	27.134	11.893	16.297	0	0	-0.19957	-0.4697
Rab22a	RAB22A, member RAS oncogene family	11.882	10.403	13.916	17.261	13.646	18.761	21.79	0	0	0.028175	0.60649
Rab23	RAB23, member RAS oncogene family	5.2803	4.7543	7.143	6.6118	3.396	0.29401	1.5644	0	0	1.0727	-1.5497
Rab24	RAB24, member RAS oncogene family	17.564	17.075	16.603	15.547	11.561	19.717	14.291	0	0	0.5222	-0.19365
Rab25	RAB25, member RAS oncogene family	0.12118	0.12821	0.1	0.1	0.1	0.32515	0.16421	0	0	0	0.17198
Rab26	RAB26, member RAS oncogene family	0.27005	2.5711	1.2272	0.13711	0.52912	0.55593	0.2632	0	0	1.2138	-1.7442
Rab27a	RAB27A, member RAS oncogene family	0.15942	0.60083	2.5396	0.3394	0.11314	4.7977	1.159	1	0	4.4885	-0.29807
Rab27b	RAB27B, member RAS oncogene family	0.19878	1.4461	3.5747	0.8422	0.11236	0.1	0.1	0	0	4.9916	-3.3864
Rab28	RAB28, member RAS oncogene family	18.432	23.845	27.248	14.147	8.8785	10.398	32.121	0	0	1.6178	0.90464
Rab2a	RAB2A, member RAS oncogene family	50.728	92.581	63.897	76.147	46.629	19.355	59.961	0	0	0.45452	0.042439
Rab2b	RAB2B, member RAS oncogene family	7.5577	14.585	11.343	18.007	15.813	3.0219	5.6188	0	0	-0.47934	-1.0608
Rab30	RAB30, member RAS oncogene family	14.858	4.5878	4.2382	2.7219	2.9723	0.21599	3.8747	0	0	0.51186	-0.3482
Rab31	RAB31, member RAS oncogene family	59.687	11.228	134.33	113.6	105.37	89.437	25.989	0	0	0.35033	-1.7199
Rab32	RAB32, member RAS oncogene family	0.73125	0.1	3.6868	3.9515	3.5993	23.103	1.2222	0	0	0.034633	-2.2619
Rab33a	RAB33A, member RAS oncogene family	2.8668	8.2339	7.4992	77.176	76.108	0.58567	0.31247	0	0	-3.3433	-6.5235
Rab33b	RAB33B, member RAS oncogene family	10.639	8.2239	8.8863	9.1871	7.5187	2.267	6.4287	0	0	0.2411	-0.27654
Rab34	RAB34, member RAS oncogene family	66.49	13.067	22.852	13.664	12.397	25.524	9.1587	0	0	0.88236	-1.4866
Rab35	RAB35, member RAS oncogene family	16.346	29.066	26.102	13.011	6.549	40.595	27.308	0	0	1.9948	0.31544
Rab36	RAB36, member RAS oncogene family	8.776	9.0665	3.8454	1.9684	0.60016	0.45637	0.14927	0	0	2.6797	-4.7862
Rab37	RAB37, member RAS oncogene family	0.30348	0.10431	0.16397	2.306	8.0036	0.33511	0.28289	0	0	-5.6092	-2.7243
Rab38	RAB38, member RAS oncogene family	0.51164	0.1	0.40389	0.10848	0.1	0.12691	0.19424	0	0	2.014	-0.21309
Rab39	RAB39, member RAS oncogene family	0.69426	0.34481	0.50053	0.11767	0.12057	1.4614	0.1	0	0	2.0536	-2.4326
Rab39b	RAB39B, member RAS oncogene family	2.8555	11.609	7.6094	11.564	7.2056	0.11174	0.17333	0	0	0.078657	-5.2994
Rab3a	RAB3A, member RAS oncogene family	7.3036	168.78	25.941	53.782	55.88	12.22	9.9051	0	0	-1.1071	-2.4463
Rab3b	RAB3B, member RAS oncogene family	0.18693	8.7153	0.64259	0.65208	0.96924	0.2301	0.2188	0	0	-0.59296	-3.1178
Rab3c	RAB3C, member RAS oncogene family	0.14737	17.487	4.1333	0.91907	0.69218	0.23046	0.14712	0	0	2.5781	-4.7412
Rab3d	RAB3D, member RAS oncogene family	0.28955	6.6793	1.0008	1.6631	0.81355	1.0034	0.98372	0	0	0.29884	-0.95594
Rab3gap1	RAB3 GTPase activating protein subunit 1 (catalytic)	11.033	9.0983	9.4905	5.6634	3.5987	11.699	13.014	0	0	1.399	0.62641
Rab3gap2	RAB3 GTPase activating protein subunit 2 (non-catalytic)	25.863	9.9998	16.445	11.609	6.3489	6.4434	7.944	0	0	1.3731	-0.68649
Rab3il1	RAB3A interacting protein (rabin3)-like 1	1.7227	1.7573	6.5116	1.5539	0.92264	122.38	3.9099	0	0	2.8192	-2.5231
Rab3ip	RAB3A interacting protein (rabin3)	3.3778	7.5702	11.538	6.2981	4.2339	4.8765	4.6997	0	0	1.4463	-0.42639
Rab40b	RAB40B, member RAS oncogene family	0.71187	2.1477	1.9524	1.1154	0.94389	0.35919	0.64036	0	0	1.0486	-0.91217
Rab40c	RAB40C, member RAS oncogene family	8.5314	15.504	11.416	27.799	14.283	15.937	10.546	0	0	-0.32327	-0.5629
Rab42-ps		0.15994	0.34971	0.16684	0.1	0.1	0.30429	0.7252	0	0	0.7385	1.8817
Rab43	RAB43, member RAS oncogene family	3.4032	3.2626	3.8815	1.8587	1.5982	31.247	16.003	0	0	1.2802	1.0853
Rab44		0.1	0.1	0.1	0.21356	0.27156	0.16312	0.1	0	0	-1.4413	-0.66028
Rab4a	RAB4A, member RAS oncogene family	7.1321	16.378	13.702	37.68	37.87	5.2348	17.688	0	0	-1.4667	-0.15293
Rab4b	RAB4B, member RAS oncogene family	21.716	19.722	15.411	39.195	54.088	40.993	30.2	0	0	-1.8114	-0.076942
Rab5a	RAB5A, member RAS oncogene family	29.426	35.772	30.442	43.344	23.709	6.054	38.957	0	0	0.36064	0.47006
Rab5b	RAB5B, member RAS oncogene family	12.063	32.17	29.745	33.607	32.247	26.912	31.659	0	0	-0.1165	0.18799
Rab5c	RAB5C, member RAS oncogene family	53.328	51.958	112.36	132.78	96.272	190.02	141.86	0	0	0.22292	0.41882
Rab6		51.097	114.58	65.432	83.36	72.933	10.051	63.524	0	0	-0.15657	-0.060452
Rab6b		4.772	110	26.02	10.783	15.695	5.9999	0.68962	0	0	0.72931	-5.3881
Rab7		13.158	19.705	17.968	24.088	21.599	23.958	25.369	0	0	-0.26548	0.33734
Rab7l1	RAB7, member RAS oncogene family-like 1	4.3117	0.27636	1.8715	1.4976	3.3703	5.3516	9.3905	0	0	-0.84869	1.7562
Rab8a	RAB8A, member RAS oncogene family	9.7005	12.234	21.17	17.642	13.486	37.886	27.896	0	0	0.65051	0.57803
Rab8b	RAB8B, member RAS oncogene family	9.0009	7.8898	23.953	11.645	4.7118	22.874	10.006	0	0	2.3459	-0.41554
Rab9		30.749	16.557	22.113	17.561	16.123	5.6506	20.702	0	0	0.45579	0.19173
Rab9b	RAB9B, member RAS oncogene family	0.1	4.9836	2.1341	0.70693	0.40658	0.1	0.1	0	0	2.392	-3.8127
Rabac1	Rab acceptor 1 (prenylated)	34.203	101.24	77.732	83.636	141.05	133.18	197.34	0	0	-0.85961	1.0521
Rabep1	Rabaptin, RAB GTPase binding effector protein 1	19.818	12.531	12.835	10.112	5.5784	2.6966	8.9288	0	0	1.2022	-0.24688
Rabep2	Rabaptin, RAB GTPase binding effector protein 2	7.0813	3.2431	4.0246	3.4899	2.4851	7.2635	10.428	0	0	0.69553	1.1814
Rabepk	Rab9 effector protein with kelch motifs	4.4688	3.8551	4.2158	3.0083	3.6441	2.849	4.2479	0	0	0.21023	0.20957
Rabgap1	RAB GTPase activating protein 1	15.018	12.215	12.562	11.276	4.943	2.9491	12.651	0	0	1.3456	0.36446
Rabgap1l	RAB GTPase activating protein 1-like	7.5759	13.533	13.057	11.885	5.5043	0.461	7.7328	0	0	1.2461	-0.16493
Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	7.7252	7.7922	6.5975	4.5408	2.7044	20.464	20.505	0	0	1.2866	1.3041
Rabggta	Rab geranylgeranyltransferase, alpha subunit	20.74	9.9019	8.2904	8.1506	5.7535	9.4445	4.2011	0	0	0.52701	-1.305
Rabggtb	Rab geranylgeranyltransferase, beta subunit	36.331	37.021	24.337	26.356	12.206	14.202	31.078	0	0	0.99563	0.30963
Rabif	RAB interacting factor	4.611	10.078	7.3311	8.7772	9.7524	3.9491	8.4755	0	0	-0.41172	0.19257
Rabl2		4.4822	7.2701	6.2305	6.2574	4.5483	1.2179	2.8431	0	0	0.45402	-0.81475
Rabl3	RAB, member of RAS oncogene family-like 3	5.2033	2.062	3.036	2.8388	2.4814	1.1996	3.2077	0	0	0.29105	0.19431
Rabl5	RAB, member RAS oncogene family-like 5	7.6492	15.617	13.638	14.423	22.779	10.878	14.162	0	0	-0.74002	-0.00020988
Rac1	Ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	83.973	103.53	167.67	296.42	200.08	138.3	162.67	0	0	-0.25497	-0.020448
Rac2	Ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	0.1	0.29051	3.2625	0.30992	0.73355	76.893	0.21781	1	0	2.153	-5.9642
Rac3	Ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	5.5352	67.045	17.988	10.278	3.3743	12.98	2.2908	0	0	2.4144	-3.092
Racgap1	Rac GTPase activating protein 1	4.5325	5.1163	18.236	2.2021	0.46916	1.8271	4.7706	0	1	5.2806	-0.17806
Rad1	RAD1 homolog (S. pombe)	1.9077	1.1643	3.3702	2.3629	1.8801	1.7279	1.6047	0	0	0.84204	-0.36651
Rad17	RAD17 homolog (S. pombe)	6.7668	3.6016	5.5005	4.9112	2.2835	1.6525	6.9466	0	0	1.2683	0.75389
Rad18	RAD18 homolog (S. cerevisiae)	1.4176	1.2806	1.8596	0.36304	0.2371	0.2818	2.1526	0	0	2.9714	1.2475
Rad21	RAD21 homolog (S. pombe)	21.634	30.093	43.166	26.117	21.941	11.743	42.745	0	0	0.97627	0.72939
Rad21l		0.1	0.2092	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.24123
Rad23a	RAD23 homolog A (S. cerevisiae)	10.206	12.86	14.939	17.685	19.906	13.182	12.396	0	0	-0.41411	-0.25541
Rad23b	RAD23 homolog B (S. cerevisiae)	18.543	46.005	44.513	43.072	17.977	22.106	45.975	0	0	1.308	0.52113
Rad50	RAD50 homolog (S. cerevisiae)	2.5013	1.3816	2.1092	0.909	0.26942	0.56715	1.2276	0	0	2.9687	-0.071089
Rad51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	1.6415	0.91411	3.326	0.44798	0.14513	0.37458	1.5417	0	0	4.5184	0.43347
Rad51ap1	RAD51 associated protein 1	1.1588	0.59486	2.3611	0.31297	0.12769	0.22884	9.17	0	0	4.2088	3.5236
Rad51ap2	RAD51-associated protein 2	0.1	0.14345	0.10917	0.1	0.1	0.1	0.1	0	0	0.12663	-0.12129
Rad51c	RAD51 homolog C (S. cerevisiae)	0.41341	0.61936	1.4007	0.44947	0.1205	0.38387	1.0217	0	0	3.5391	0.85574
Rad51l1	RAD51-like 1 (S. cerevisiae)	0.55223	0.22746	0.89452	0.4292	0.51487	0.47147	1.6411	0	0	0.79693	1.6721
Rad51l3	RAD51-like 3 (S. cerevisiae)	1.8089	0.99304	2.5438	3.3756	2.2381	1.2913	1.7103	0	0	0.18466	-0.2556
Rad52	RAD52 homolog (S. cerevisiae)	6.3679	3.7072	3.0837	2.5146	1.2261	1.354	3.1153	0	0	1.3305	0.034245
Rad54b	RAD54 homolog B (S. cerevisiae)	1.8514	0.28664	1.4505	0.21588	0.1	0.1187	1.6034	0	0	3.8585	1.2578
Rad54l	RAD54-like (S. cerevisiae)	1.078	0.2276	2.1013	0.29967	0.10921	0.15511	0.4794	0	0	4.2661	-0.46522
Rad54l2	RAD54-like 2 (S. cerevisiae)	5.052	4.9185	3.4552	4.2656	1.3197	2.255	3.3909	0	0	1.3886	-0.063828
Rad9		3.9525	3.3571	2.8309	3.3092	3.3992	13.547	2.502	0	0	-0.2639	-1.0178
Rad9b	RAD9 homolog B (S. cerevisiae)	3.7039	1.969	2.0863	1.7424	1.0926	1.1462	0.88358	0	0	0.93314	-1.147
Radil	Rap GTPase interactor	0.35337	2.7871	0.6687	0.18221	0.1	0.1185	0.15422	0	0	2.7414	-2.1858
Rae1	RAE1 RNA export 1 homolog (S. pombe)	13.103	15.433	14.537	13.279	5.3903	16.288	10.772	0	0	1.4313	-0.27183
Raet1a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Raet1b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	1	0	3.2034e-16
Raet1c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	1	0	3.2034e-16
Raet1d		0.10601	0.1	0.59869	0.10697	0.11911	0.1	0.2087	0	1	2.3296	0.14715
Raet1e	Retinoic acid early transcript 1E	0.1	0.1	0.16916	0.1	0.1	0.1	0.11953	0	0	0.75835	0.10003
Raf1	V-raf-1 murine leukemia viral oncogene homolog 1	34.433	30.17	46.497	35.678	17.719	24.601	31.448	0	0	1.3919	-0.0031271
Rag1	Recombination activating gene 1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0	0	3.2034e-16
Rag2	Recombination activating gene 2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0	0	3.2034e-16
Rai1	Retinoic acid induced 1	12.994	14.593	5.3538	7.2337	2.2843	2.9038	6.1557	0	0	1.2288	-0.29655
Rai12		18.689	27.699	26.148	29.405	25.848	45.387	23.946	0	0	0.0166	-0.26945
Rai14	Retinoic acid induced 14	1.4743	0.48859	0.74058	0.1	0.1	0.13272	43.314	0	0	2.8887	6.4195
Rai2	Retinoic acid induced 2	0.12005	4.6999	1.9219	0.36206	0.1	0.1	0.13626	0	0	4.2645	-3.1592
Rala	V-ral simian leukemia viral oncogene homolog A (ras related)	14.632	30.101	26.006	29.404	23.668	9.51	31.703	0	1	0.13591	0.51277
Ralb	V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	11.554	5.1844	14.764	6.1704	3.4373	47.606	53.49	0	0	2.1028	1.855
Ralbp1	RalA binding protein 1	6.5712	14.867	10.875	8.0255	5.9002	7.9233	13.039	0	0	0.88218	0.53054
Ralgapa1		13.712	14.377	10.256	5.8309	1.221	0.70917	10.94	0	0	3.0704	0.50957
Ralgapa2		6.2101	10.052	2.482	2.6657	0.809	0.54867	1.6124	0	0	1.6173	-1.2347
Ralgapb		10.961	10.194	9.0075	7.6558	3.659	2.3623	6.8968	0	0	1.2997	-0.083246
Ralgds	Ral guanine nucleotide dissociation stimulator	35.076	38.228	29.163	97.047	111.66	44.329	19.781	0	0	-1.937	-1.5827
Ralgps1	Ral GEF with PH domain and SH3 binding motif 1	3.8497	14.59	4.813	10.053	5.2334	2.6304	0.59067	0	0	-0.12081	-3.5381
Ralgps2	Ral GEF with PH domain and SH3 binding motif 2	4.0894	17.385	9.9235	3.1123	0.37976	2.5019	5.3737	0	0	4.7077	-0.21377
Raly	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	30.567	39.38	51.496	60.703	53.554	99.432	175.1	0	0	-0.056536	1.6484
Ralyl	RALY RNA binding protein-like	0.22982	14.758	10.845	1.9744	0.85193	0.60873	0.37705	0	0	3.6702	-3.6934
Ramp1	Receptor (G protein-coupled) activity modifying protein 1	17.932	59.699	58.628	16.059	2.2842	26.294	0.38998	0	1	4.6818	-6.2726
Ramp2	Receptor (G protein-coupled) activity modifying protein 2	15.025	6.0064	31.29	10.878	1.6866	3.8118	374.19	0	1	4.2135	5.0304
Ramp3	Receptor (G protein-coupled) activity modifying protein 3	0.13252	9.62	1.1412	0.35698	0.98611	3.3037	4.8979	0	1	0.21072	0.91918
Ran	RAN, member RAS oncogene family	21.146	37.271	45.132	39.561	19.965	34.486	47.271	0	0	1.1767	0.52171
Ranbp1	RAN binding protein 1	19.666	30.439	37.307	31.12	13.798	18.984	33.956	0	0	1.435	0.42915
Ranbp10	RAN binding protein 10	8.5007	8.8191	7.9301	6.3099	2.8192	17.389	8.6918	0	0	1.4921	0.010629
Ranbp17	RAN binding protein 17	2.2257	1.3783	2.0224	1.5842	0.38937	0.1	1.1535	0	0	2.3769	-0.15385
Ranbp2	RAN binding protein 2	13.522	10.668	8.0996	5.4341	1.5512	2.6718	12.251	0	0	2.3844	0.80923
Ranbp3	RAN binding protein 3	16.488	23.153	23.475	23.75	13.655	26.266	16.664	0	0	0.7817	-0.3426
Ranbp3l	RAN binding protein 3-like	4.2572	0.15519	0.62284	0.1	0.1	0.14423	0.1	0	0	2.6389	-3.1644
Ranbp6	RAN binding protein 6	11.306	6.2016	7.2456	3.8802	1.2892	0.35169	2.4689	0	0	2.4906	-1.0312
Ranbp9	RAN binding protein 9	17.789	18.105	28.943	14.242	5.4338	6.1693	16.919	0	0	2.4132	0.16283
Rangap1	Ran GTPase activating protein 1	8.5629	34.578	27.029	19.741	18.1	17.474	12.427	0	0	0.57854	-0.75098
Rangrf	RAN guanine nucleotide release factor	0.1	0.1701	0.16395	0.13752	0.1	0.1	0.1	0	0	0.71329	-0.36283
Rap1a	RAP1A, member of RAS oncogene family	5.9684	5.7456	9.3883	42.856	35.726	2.4961	20.698	0	0	-1.9281	0.28138
Rap1b	RAP1B, member of RAS oncogene family	39.191	32.415	44.719	30.609	18.904	104.99	204.03	0	0	1.2422	2.1764
Rap1gap	RAP1 GTPase activating protein	20.893	27.218	109.94	90.541	35.568	2.6043	0.33777	0	0	1.628	-7.1446
Rap1gap2		4.2766	7.3597	13.649	4.2871	3.0355	6.1008	0.1373	0	0	2.1688	-5.5542
Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	17.347	29.367	34.599	92.249	78.857	43.814	31.058	0	0	-1.1885	-0.66872
Rap2a	RAP2A, member of RAS oncogene family	10.823	13.971	30.255	154.36	55.464	11.975	11.826	0	0	-0.87438	-1.9641
Rap2b	RAP2B, member of RAS oncogene family	15.467	6.4923	13.343	6.1486	2.8831	3.2277	1.8017	1	0	2.2104	-2.1374
Rap2c	RAP2C, member of RAS oncogene family	11.394	11.55	11.69	14.715	5.9935	5.1174	15.446	0	0	0.96381	0.6162
Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	10.979	21.367	22.495	57.877	10.612	35.067	20.365	1	0	1.0839	-0.37439
Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	7.3876	11.582	10.982	6.5379	1.7005	2.3748	12.09	0	0	2.691	0.83857
Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	29.282	2.1107	13.261	5.0849	6.0817	0.81895	15.666	0	0	1.1247	0.73082
Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4	1.6107	5.915	5.1159	20.288	59.351	2.408	25.687	0	0	-3.5362	0.70279
Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	0.49832	1.7232	4.8679	4.7006	6.644	18.916	39.813	0	0	-0.44875	2.6771
Rapgef6	Rap guanine nucleotide exchange factor (GEF) 6	3.328	4.9913	3.2068	2.1911	0.6217	1.8382	12.668	0	0	2.3668	2.2322
Rapgefl1	Rap guanine nucleotide exchange factor (GEF)-like 1	1.3293	10.154	5.3999	1.8441	1.905	2.146	0.28428	0	0	1.5032	-3.7393
Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	2.3794	6.1916	3.8818	2.2402	0.2295	0.72709	8.0234	0	0	4.0801	1.6211
Rapsn	Receptor-associated protein of the synapse	0.1	0.1	0.11691	0.1	0.11715	3.7256	0.1	0	0	-0.0030018	-2.8277
Rara	Retinoic acid receptor, alpha	6.3952	5.0425	2.9933	1.2444	0.20744	2.3414	7.1733	0	0	3.851	1.2398
Rarb	Retinoic acid receptor, beta	0.58697	3.1257	1.2893	0.26068	0.13053	0.1	0.4079	0	0	3.3041	-1.1664
Rarg	Retinoic acid receptor, gamma	3.7991	1.7838	6.2081	1.6026	0.16352	0.91523	7.6837	0	0	5.2466	1.6715
Rarres1	Retinoic acid receptor responder (tazarotene induced) 1	7.2051	0.58027	1.2909	0.19568	0.1	0.17963	3.1388	0	0	3.6903	0.97943
Rarres2	Retinoic acid receptor responder (tazarotene induced) 2	7.1965	0.42103	4.0326	0.1	0.89565	0.55666	6.2993	0	0	2.1707	1.5174
Rars	Arginyl-tRNA synthetase	16.021	9.0629	22.773	11.3	1.919	12.772	16.693	0	0	3.5689	0.43967
Rars2	Arginyl-tRNA synthetase 2, mitochondrial	7.0552	5.0211	6.0338	3.7228	1.5238	1.6664	3.6492	0	0	1.9854	-0.19264
Rasa1	RAS p21 protein activator (GTPase activating protein) 1	15.293	13.434	11.317	5.6149	0.9605	2.1701	16.994	0	0	3.5586	1.0635
Rasa2	RAS p21 protein activator 2	40.936	5.7081	6.9504	2.8311	0.47369	1.1034	3.3016	0	0	3.8751	-1.5499
Rasa3	RAS p21 protein activator 3	49.029	16.203	43.104	16.563	12.907	26.198	3.9131	0	0	1.7396	-2.8043
Rasa4	RAS p21 protein activator 4	0.1433	4.2026	1.6188	0.1358	0.18011	47.576	1.0209	0	0	3.1679	-3.1363
Rasal1	RAS protein activator like 1 (GAP1 like)	0.1015	3.1032	1.1647	8.1969	9.461	1.9508	0.18519	0	0	-3.022	-4.4316
Rasal2	RAS protein activator like 2	6.2104	4.7021	4.3358	3.1977	2.4439	0.80871	8.0021	0	0	0.8271	1.1458
Rasal3		0.1	0.12165	3.1456	0.14641	0.35441	85.086	0.1	0	0	3.1498	-7.212
Rasd1	RAS, dexamethasone-induced 1	2.3454	4.5863	3.7044	0.1	0.10243	1.7968	39.576	0	0	5.1765	4.2321
Rasd2	RASD family, member 2	0.36506	4.8437	2.7947	3.2452	1.0534	17.789	1.3712	0	0	1.4076	-1.8708
Rasef	RAS and EF-hand domain containing	0.1	0.11115	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.026569
Rasgef1a	RasGEF domain family, member 1A	0.14877	6.8196	2.479	0.77668	2.2638	2.5129	0.43459	0	0	0.13102	-2.5243
Rasgef1b	RasGEF domain family, member 1B	11.697	8.0437	25.007	104.85	30.127	130.02	1.0969	0	0	-0.26872	-5.5566
Rasgef1c	RasGEF domain family, member 1C	0.1	4.814	0.91017	0.48578	1.2456	0.86572	0.1	0	0	-0.45264	-3.811
Rasgrf1	Ras protein-specific guanine nucleotide-releasing factor 1	3.8837	3.5119	21.666	3.6235	1.0661	1.0318	0.15835	0	0	4.345	-5.1941
Rasgrf2	Ras protein-specific guanine nucleotide-releasing factor 2	0.16433	2.8876	0.80105	0.84158	0.56414	0.49595	0.10236	0	0	0.50584	-3.2281
Rasgrp1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	8.3033	1.5994	2.3083	0.17356	1.2827	0.90915	0.18197	0	0	0.84771	-3.7388
Rasgrp2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	0.94547	10.449	2.7287	0.90111	0.59665	1.1307	8.5547	0	0	2.1933	1.6155
Rasgrp3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	0.70343	0.34849	3.9024	0.44577	0.33254	23.913	77.994	0	0	3.5527	3.9805
Rasgrp4	RAS guanyl releasing protein 4	0.35876	0.5188	0.80224	0.36912	0.1498	4.1249	5.4024	0	0	2.421	2.3578
Rasip1	Ras interacting protein 1	1.2678	6.7972	0.84463	0.35812	0.1682	0.64117	140.58	0	0	2.3282	6.3872
Rasl10a	RAS-like, family 10, member A	0.50857	1.3566	0.79103	0.24717	0.79555	1.2158	0.37675	0	0	-0.0082238	-1.1205
Rasl10b	RAS-like, family 10, member B	14.838	15.752	19.321	5.8839	10.969	14.43	0.26746	0	0	0.81675	-5.6609
Rasl11a	RAS-like, family 11, member A	17.521	1.9717	4.6156	1.03	0.13794	1.4512	2.8411	0	0	5.0644	-0.64884
Rasl11b	RAS-like, family 11, member B	26.342	5.8192	4.8174	3.1454	6.0637	1.9354	1.3214	0	0	-0.33194	-2.6016
Rasl12	RAS-like, family 12	0.20029	0.44405	5.806	2.3608	2.8191	0.19345	1.8282	0	0	1.0423	-0.10822
Rasl2-9-ps		0.12862	0.73093	0.39858	0.1	0.1	0.61587	0.31336	0	0	1.9949	-0.14157
Rassf1	Ras association (RalGDS/AF-6) domain family 1	26.027	10.112	12.22	8.6839	6.6525	24.912	75.223	0	0	0.87732	2.3487
Rassf10		8.6552	0.5946	0.48327	5.6752	1.1011	0.1	0.1	0	0	-1.188	-4.7909
Rassf2	Ras association (RalGDS/AF-6) domain family 2	20.497	7.1594	26.038	17.768	15.931	41.895	10.317	0	0	0.70875	-1.0625
Rassf3	Ras association (RalGDS/AF-6) domain family 3	1.818	4.4715	3.3174	1.0754	1.4908	22.415	70.128	0	0	1.154	3.6047
Rassf4	Ras association (RalGDS/AF-6) domain family 4	0.15208	9.0162	5.7909	1.1611	1.145	16.857	1.0577	0	0	2.3384	-2.4268
Rassf5	Ras association (RalGDS/AF-6) domain family 5	0.29383	2.5247	2.598	0.273	0.31969	23.196	0.29779	0	0	3.0226	-4.0308
Rassf6	Ras association (RalGDS/AF-6) domain family 6	0.1	1.1191	0.1	0.1	0.1	0.1	0.1	0	0	0	-1.4321
Rassf7	Ras association (RalGDS/AF-6) domain family 7	0.23129	0.94313	0.12817	0.30252	0.35472	0.45854	0.36066	0	0	-1.4686	-0.16038
Rassf8	Ras association (RalGDS/AF-6) domain family 8	4.0888	2.9289	4.6395	11.625	12.19	2.0731	16.654	0	0	-1.3937	1.4122
Rassf9		0.16806	0.13921	0.1	0.1	0.1	0.1	32.368	0	0	0	8.1011
Raver1	Ribonucleoprotein, PTB-binding 1	13.009	11.278	18.536	15.754	8.016	29.84	11.42	0	0	1.2094	-0.49295
Raver1-fdx1l		0.9799	0.98371	1.3029	1.2043	0.59087	3.7007	0.95526	0	0	1.1408	-0.61241
Raver2	Ribonucleoprotein, PTB-binding 2	21.912	2.1362	4.0271	0.79871	0.69055	0.30069	1.1933	0	0	2.5439	-2.0604
Rax	Retina and anterior neural fold homeobox	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rb1	Retinoblastoma 1 (including osteosarcoma)	44.623	10.558	12.239	7.8631	3.9563	2.6106	5.1009	0	0	1.6293	-1.4192
Rb1cc1	RB1-inducible coiled-coil 1	6.1369	7.4588	5.8569	3.9428	0.95662	0.54043	7.1404	0	0	2.6141	0.78334
Rbak	RB-associated KRAB zinc finger	4.6588	3.4857	2.7921	1.7369	0.56607	0.41356	1.7293	0	0	2.3023	-0.39598
Rbbp4	Retinoblastoma binding protein 4	19.77	25.832	46.651	41.35	28.423	47.907	51.711	0	0	0.71486	0.56359
Rbbp5	Retinoblastoma binding protein 5	8.8302	5.9928	8.5548	7.8526	3.9542	4.4208	4.3973	0	0	1.1134	-0.58604
